,networth,time,tower_radiant,tower_dire,hero1_radiant,hero2_radiant,hero3_radiant,hero4_radiant,hero5_radiant,hero1_dire,hero2_dire,hero3_dire,hero4_dire,hero5_dire,match_id
0,-279,0.13,0,0,Alchemist,Viper,Hoodwink,Doom,Lone Druid,Rubick,Tiny,Ursa,Silencer,Winter Wyvern,./current_match\test.json
